identifier	name
AT1G10300	AT1G10300
AT1G10310	AT1G10310
AT1G10320	AT1G10320
AT1G10330	AT1G10330
AT1G10340	AT1G10340
AT1G10350	AT1G10350
AT1G10360	AT1G10360
AT1G10370	AT1G10370
AT1G10380	AT1G10380
AT1G10385	AT1G10385
AT1G10390	AT1G10390
AT1G10395	AT1G10395
AT1G10400	AT1G10400
AT1G10410	AT1G10410
AT1G10417	AT1G10417
AT1G10430	AT1G10430
AT1G10450	AT1G10450
AT1G10455	T10O24-6
AT1G10460	AT1G10460
AT1G10470	AT1G10470
AT1G10480	AT1G10480
AT1G10490	AT1G10490
AT1G10500	AT1G10500
AT1G10510	AT1G10510
AT1G10520	AT1G10520
AT1G10522	AT1G10522
AT1G10530	AT1G10530
AT1G10540	AT1G10540
AT1G10550	AT1G10550
AT1G10560	AT1G10560
AT1G10570	AT1G10570
AT1G10580	AT1G10580
AT1G10585	AT1G10585
AT1G10586	AT1G10586
AT1G10588	AT1G10588
AT1G10590	AT1G10590
AT1G10600	AT1G10600
AT1G10610	AT1G10610
AT1G10620	AT1G10620
AT1G10630	AT1G10630
AT1G10640	F20B24-8
AT1G10650	F20B24-9
AT1G10657	AT1G10657
AT1G10660	F20B24-10
AT1G10670	AT1G10670
AT1G10680	AT1G10680
AT1G10690	AT1G10690
AT1G10700	AT1G10700
AT1G10710	AT1G10710
AT1G10715	AT1G10715
AT1G10717	AT1G10717
AT1G10720	AT1G10720
AT1G10730	AT1G10730
AT1G10740	T16B5-12
AT1G10745	AT1G10745
AT1G10747	AT1G10747
AT1G10750	T16B5-11
AT1G10760	AT1G10760
AT1G10770	AT1G10770
AT1G10780	AT1G10780
AT1G10790	AT1G10790
AT1G10800	AT1G10800
AT1G10810	AT1G10810
AT1G10820	AT1G10820
AT1G10830	AT1G10830
AT1G10840	AT1G10840
AT1G10850	AT1G10850
AT1G10865	AT1G10865
AT1G10870	AT1G10870
AT1G10875	AT1G10875
AT1G10880	T19D16-28
AT1G10890	AT1G10890
AT1G10900	AT1G10900
AT1G10910	AT1G10910
AT1G10920	AT1G10920
AT1G10930	AT1G10930
AT1G10940	AT1G10940
AT1G10950	AT1G10950
AT1G10960	AT1G10960
AT1G10970	AT1G10970
AT1G10980	AT1G10980
AT1G10990	AT1G10990
AT1G11000	AT1G11000
AT1G11020	AT1G11020
AT1G11040	AT1G11040
AT1G11050	AT1G11050
AT1G11060	AT1G11060
AT1G11070	AT1G11070
AT1G11080	AT1G11080
AT1G11090	T19D16-3
AT1G11100	AT1G11100
AT1G11110	T19D16-23
AT1G11112	AT1G11112
AT1G11120	AT1G11120
AT1G11125	AT1G11125
AT1G11130	AT1G11130
AT1G11145	AT1G11145
AT1G11160	AT1G11160
AT1G11170	T28P6-16
AT1G11180	AT1G11180
AT1G11190	AT1G11190
AT1G11200	AT1G11200
AT1G11210	AT1G11210
AT1G11220	T28P6-12
AT1G11230	AT1G11230
AT1G11240	AT1G11240
AT1G11250	AT1G11250
AT1G11260	AT1G11260
AT1G11270	AT1G11270
AT1G11280	T28P6-7
AT1G11290	AT1G11290
AT1G11300	AT1G11300
AT1G11303	T28P6-5
AT1G11310	AT1G11310
AT1G11320	T28P6-3
AT1G11330	AT1G11330
AT1G11340	AT1G11340
AT1G11350	AT1G11350
AT1G11360	AT1G11360
AT1G11362	AT1G11362
AT1G11370	AT1G11370
AT1G11380	AT1G11380
AT1G11390	AT1G11390
AT1G11400	T23J18-7
AT1G11410	T23J18-8
AT1G11420	AT1G11420
AT1G11430	AT1G11430
AT1G11440	AT1G11440
AT1G11450	AT1G11450
AT1G11460	AT1G11460
AT1G11470	T23J18-14
AT1G11475	AT1G11475
AT1G11480	T23J18-15
AT1G11490	AT1G11490
AT1G11500	AT1G11500
AT1G11510	AT1G11510
AT1G11520	AT1G11520
AT1G11530	AT1G11530
AT1G11540	AT1G11540
AT1G11545	AT1G11545
AT1G11560	AT1G11560
AT1G11570	AT1G11570
AT1G11572	AT1G11572
AT1G11580	AT1G11580
AT1G11590	AT1G11590
AT1G11591	AT1G11591
AT1G11593	AT1G11593
AT1G11600	AT1G11600
AT1G11608	AT1G11608
AT1G11610	AT1G11610
AT1G11620	F25C20-23
AT1G11630	AT1G11630
AT1G11650	AT1G11650
AT1G11655	AT1G11655
AT1G11660	AT1G11660
AT1G11670	AT1G11670
AT1G11680	AT1G11680
AT1G11684	AT1G11684
AT1G11690	AT1G11690
AT1G11700	F25C20-15
AT1G11710	F25C20-14
AT1G11720	AT1G11720
AT1G11730	AT1G11730
AT1G11740	AT1G11740
AT1G11750	AT1G11750
AT1G11755	AT1G11755
AT1G11760	AT1G11760
AT1G11765	F25C20-8
AT1G11770	AT1G11770
AT1G11780	AT1G11780
AT1G11785	AT1G11785
AT1G11790	AT1G11790
AT1G11800	AT1G11800
AT1G11810	F25C20-2
AT1G11820	AT1G11820
AT1G11840	AT1G11840
AT1G11850	AT1G11850
AT1G11860	AT1G11860
AT1G11870	AT1G11870
AT1G11880	AT1G11880
AT1G11890	AT1G11890
AT1G11900	AT1G11900
AT1G11905	AT1G11905
AT1G11910	AT1G11910
AT1G11915	AT1G11915
AT1G11920	AT1G11920
AT1G11925	AT1G11925
AT1G11930	AT1G11930
AT1G11940	AT1G11940
AT1G11950	AT1G11950
AT1G11960	AT1G11960
AT1G11970	AT1G11970
AT1G11980	AT1G11980
AT1G11990	AT1G11990
AT1G12000	AT1G12000
AT1G12010	AT1G12010
AT1G12020	AT1G12020
AT1G12030	AT1G12030
AT1G12040	AT1G12040
AT1G12050	AT1G12050
AT1G12060	AT1G12060
AT1G12064	F12F1-6
AT1G12070	AT1G12070
AT1G12080	AT1G12080
AT1G12090	AT1G12090
AT1G12100	AT1G12100
AT1G12110	AT1G12110
AT1G12120	AT1G12120
AT1G12130	T28K15-13
AT1G12140	AT1G12140
AT1G12150	T28K15-11
AT1G12160	AT1G12160
AT1G12170	AT1G12170
AT1G12180	T28K15-15
AT1G12190	AT1G12190
AT1G12200	AT1G12200
AT1G12210	AT1G12210
AT1G12211	AT1G12211
AT1G12220	AT1G12220
AT1G12230	AT1G12230
AT1G12240	AT1G12240
AT1G12244	AT1G12244
AT1G12250	AT1G12250
AT1G12260	AT1G12260
AT1G12270	AT1G12270
AT1G12280	AT1G12280
AT1G12290	AT1G12290
AT1G12300	AT1G12300
AT1G12320	AT1G12320
AT1G12310	AT1G12310
AT1G12330	AT1G12330
AT1G12340	F5O11-7
AT1G12350	AT1G12350
AT1G12360	AT1G12360
AT1G12370	AT1G12370
AT1G12380	AT1G12380
AT1G12390	F5O11-11
AT1G12400	AT1G12400
AT1G12410	AT1G12410
AT1G12411	AT1G12411
AT1G12420	AT1G12420
AT1G12430	AT1G12430
AT1G12440	AT1G12440
AT1G12450	F5O11-19
AT1G12460	AT1G12460
AT1G12470	AT1G12470
AT1G12480	AT1G12480
AT1G12490	AT1G12490
AT1G12500	AT1G12500
AT1G12520	AT1G12520
AT1G12530	AT1G12530
AT1G12540	AT1G12540
AT1G12550	AT1G12550
AT1G12560	EXPA7
AT1G12570	F5O11-31
AT1G12580	AT1G12580
AT1G12600	AT1G12600
AT1G12610	AT1G12610
AT1G12615	AT1G12615
AT1G12620	AT1G12620
AT1G12630	AT1G12630
AT1G12640	AT1G12640
AT1G12650	AT1G12650
AT1G12660	AT1G12660
AT1G12663	T12C24-19
AT1G12665	AT1G12665
AT1G12672	AT1G12672
AT1G12680	AT1G12680
AT1G12700	AT1G12700
AT1G12710	AT1G12710
AT1G12730	AT1G12730
AT1G12740	AT1G12740
AT1G12750	AT1G12750
AT1G12760	AT1G12760
AT1G12770	AT1G12770
AT1G12775	F13K23-2
AT1G12780	AT1G12780
AT1G12790	AT1G12790
AT1G12800	AT1G12800
AT1G12805	AT1G12805
AT1G12810	AT1G12810
AT1G12820	AT1G12820
AT1G12840	AT1G12840
AT1G12830	AT1G12830
AT1G12845	AT1G12845
AT1G12850	AT1G12850
AT1G12855	F13K23-11
AT1G12860	AT1G12860
AT1G12870	AT1G12870
AT1G12880	AT1G12880
AT1G12890	AT1G12890
AT1G12900	AT1G12900
AT1G12910	AT1G12910
AT1G12920	AT1G12920
AT1G12930	F13K23-18
AT1G12940	AT1G12940
AT1G12950	AT1G12950
AT1G12960	AT1G12960
AT1G12970	AT1G12970
AT1G12980	AT1G12980
AT1G12990	AT1G12990
AT1G13000	AT1G13000
AT1G13020	AT1G13020
AT1G13030	AT1G13030
AT1G13040	AT1G13040
AT1G13050	AT1G13050
AT1G13060	AT1G13060
AT1G13080	AT1G13080
AT1G13090	AT1G13090
AT1G13100	AT1G13100
AT1G13110	AT1G13110
AT1G13120	AT1G13120
AT1G13130	AT1G13130
AT1G13140	AT1G13140
AT1G13143	AT1G13143
AT1G13150	AT1G13150
AT1G13160	AT1G13160
AT1G13170	AT1G13170
AT1G13180	AT1G13180
AT1G13190	AT1G13190
AT1G13195	AT1G13195
AT1G13200	F3F19-23
AT1G13210	AT1G13210
AT1G13220	AT1G13220
AT1G13230	AT1G13230
AT1G13245	AT1G13245
AT1G13250	AT1G13250
AT1G13260	AT1G13260
AT1G13270	AT1G13270
AT1G13280	AT1G13280
AT1G13290	AT1G13290
AT1G13300	AT1G13300
AT1G13310	T6J4-7
AT1G13320	AT1G13320
AT1G13330	AT1G13330
AT1G13340	AT1G13340
AT1G13350	AT1G13350
AT1G13360	AT1G13360
AT1G13370	T6J4-12
AT1G13380	AT1G13380
AT1G13390	AT1G13390
AT1G13400	T6J4-23
AT1G13410	T6J4-15
AT1G13420	AT1G13420
AT1G13430	AT1G13430
AT1G13440	AT1G13440
AT1G13450	AT1G13450
AT1G13460	AT1G13460
AT1G13470	AT1G13470
AT1G13480	AT1G13480
AT1G13485	AT1G13485
AT1G13490	F13B4-1
AT1G13500	AT1G13500
AT1G13510	AT1G13510
AT1G13520	AT1G13520
AT1G13530	F13B4-17
AT1G13540	AT1G13540
AT1G13550	AT1G13550
AT1G13560	AT1G13560
AT1G13570	AT1G13570
AT1G13580	AT1G13580
AT1G13590	AT1G13590
AT1G13600	AT1G13600
AT1G13605	AT1G13605
AT1G13607	AT1G13607
AT1G13608	AT1G13608
AT1G13609	AT1G13609
AT1G13610	AT1G13610
AT1G13620	AT1G13620
AT1G13630	AT1G13630
AT1G13635	AT1G13635
AT1G13640	AT1G13640
AT1G13650	AT1G13650
AT1G13670	AT1G13670
AT1G13680	AT1G13680
AT1G13690	AT1G13690
AT1G13700	AT1G13700
AT1G13710	AT1G13710
AT1G13730	F21F23-16
AT1G13740	AT1G13740
AT1G13750	AT1G13750
AT1G13755	F21F23-19
AT1G13760	F21F23-20
AT1G13770	AT1G13770
AT1G13780	F16A14-1
AT1G13790	AT1G13790
AT1G13800	AT1G13800
AT1G13805	AT1G13805
AT1G13810	AT1G13810
AT1G13820	AT1G13820
AT1G13825	AT1G13825
AT1G13830	AT1G13830
AT1G13860	AT1G13860
AT1G13870	AT1G13870
AT1G13880	AT1G13880
AT1G13890	AT1G13890
AT1G13900	AT1G13900
AT1G13910	AT1G13910
AT1G13920	AT1G13920
AT1G13930	AT1G13930
AT1G13940	F16A14-15
AT1G13950	AT1G13950
AT1G13960	AT1G13960
AT1G13970	AT1G13970
AT1G13980	AT1G13980
AT1G13990	AT1G13990
AT1G14000	AT1G14000
AT1G14010	AT1G14010
AT1G14020	AT1G14020
AT1G14030	AT1G14030
AT1G14040	AT1G14040
AT1G14048	AT1G14048
AT1G14060	AT1G14060
AT1G14080	AT1G14080
AT1G14100	AT1G14100
AT1G14110	AT1G14110
AT1G14120	AT1G14120
AT1G14130	AT1G14130
AT1G14140	AT1G14140
AT1G14150	AT1G14150
AT1G14160	AT1G14160
AT1G14170	AT1G14170
AT1G14180	AT1G14180
AT1G14185	F7A19-27
AT1G14190	F7A19-28
AT1G14200	AT1G14200
AT1G14205	F7A19-30
AT1G14210	AT1G14210
AT1G14220	AT1G14220
AT1G14230	AT1G14230
AT1G14240	AT1G14240
AT1G14250	AT1G14250
AT1G14260	AT1G14260
AT1G14270	AT1G14270
AT1G14280	AT1G14280
AT1G14290	AT1G14290
AT1G14300	AT1G14300
AT1G14310	F14L17-7
AT1G14315	F14L17-8
AT1G14320	AT1G14320
AT1G14330	AT1G14330
AT1G14340	AT1G14340
AT1G14345	AT1G14345
AT1G14350	AT1G14350
AT1G14360	AT1G14360
AT1G14370	AT1G14370
AT1G14380	AT1G14380
AT1G14390	F14L17-16
AT1G14400	AT1G14400
AT1G14410	AT1G14410
AT1G14420	AT1G14420
AT1G14430	F14L17-20
AT1G14440	AT1G14440
AT1G14450	AT1G14450
AT1G14453	AT1G14453
AT1G14455	AT1G14455
AT1G14460	F14L17-24
AT1G14470	AT1G14470
AT1G14480	AT1G14480
AT1G14490	AT1G14490
AT1G14500	AT1G14500
AT1G14510	AT1G14510
AT1G14520	AT1G14520
AT1G14530	AT1G14530
AT1G14540	AT1G14540
AT1G14550	AT1G14550
AT1G14560	AT1G14560
AT1G14570	AT1G14570
AT1G14580	AT1G14580
AT1G14590	AT1G14590
AT1G14600	AT1G14600
AT1G14610	AT1G14610
AT1G14620	AT1G14620
AT1G14630	AT1G14630
AT1G14640	AT1G14640
AT1G14642	AT1G14642
AT1G14650	AT1G14650
AT1G14660	AT1G14660
AT1G14670	AT1G14670
AT1G14680	AT1G14680
AT1G14685	AT1G14685
AT1G14686	F10B6-6
AT1G14687	AT1G14687
AT1G14688	AT1G14688
AT1G14690	AT1G14690
AT1G14700	AT1G14700
AT1G14710	AT1G14710
AT1G14720	AT1G14720
AT1G14730	AT1G14730
AT1G14740	AT1G14740
AT1G14750	F10B6-15
AT1G14755	F10B6
AT1G14760	AT1G14760
AT1G14770	AT1G14770
AT1G14780	AT1G14780
AT1G14790	AT1G14790
AT1G14800	F10B6-21
AT1G14810	F10B6-22
AT1G14820	AT1G14820
AT1G14830	AT1G14830
AT1G14840	AT1G14840
AT1G14850	AT1G14850
AT1G14860	AT1G14860
AT1G14870	AT1G14870
AT1G14880	AT1G14880
AT1G14890	F10B6-30
AT1G14900	AT1G14900
AT1G14910	AT1G14910
AT1G14920	AT1G14920
AT1G14930	AT1G14930
AT1G14940	AT1G14940
AT1G14950	AT1G14950
AT1G14960	AT1G14960
AT1G14970	AT1G14970
AT1G14980	AT1G14980
AT1G14990	AT1G14990
AT1G15000	AT1G15000
AT1G15010	T15D22-5
AT1G15015	T15D22-6
AT1G15020	AT1G15020
AT1G15030	AT1G15030
AT1G15040	AT1G15040
AT1G15050	AT1G15050
AT1G15060	AT1G15060
AT1G15080	AT1G15080
AT1G15085	AT1G15085
AT1G15100	AT1G15100
AT1G15110	AT1G15110
AT1G15120	AT1G15120
AT1G15125	F9L1-6
AT1G15130	AT1G15130
AT1G15140	AT1G15140
AT1G15150	AT1G15150
AT1G15160	AT1G15160
AT1G15165	AT1G15165
AT1G15170	AT1G15170
AT1G15180	AT1G15180
AT1G15190	AT1G15190
AT1G15200	AT1G15200
AT1G15210	AT1G15210
AT1G15215	AT1G15215
AT1G15220	F9L1-17
AT1G15230	AT1G15230
AT1G15240	AT1G15240
AT1G15250	AT1G15250
AT1G15260	AT1G15260
AT1G15270	AT1G15270
AT1G15280	AT1G15280
AT1G15290	F9L1-23
AT1G15310	AT1G15310
AT1G15320	F9L1-26
AT1G15330	AT1G15330
AT1G15340	AT1G15340
AT1G15350	AT1G15350
AT1G15360	AT1G15360
AT1G15370	AT1G15370
AT1G15380	AT1G15380
AT1G15385	AT1G15385
AT1G15390	AT1G15390
AT1G15400	AT1G15400
AT1G15410	AT1G15410
AT1G15415	F9L1-37
AT1G15420	AT1G15420
AT1G15430	AT1G15430
AT1G15440	AT1G15440
AT1G15460	AT1G15460
AT1G15470	AT1G15470
AT1G15480	F9L1-43
AT1G15490	AT1G15490
AT1G15500	AT1G15500
AT1G15510	AT1G15510
AT1G15520	AT1G15520
AT1G15530	AT1G15530
AT1G15540	AT1G15540
AT1G15550	AT1G15550
AT1G15570	AT1G15570
AT1G15580	AT1G15580
AT1G15590	T16N11-26
AT1G15600	AT1G15600
AT1G15610	AT1G15610
AT1G15620	AT1G15620
AT1G15625	T16N11-13
AT1G15630	AT1G15630
AT1G15640	AT1G15640
AT1G15660	T16N11-16
AT1G15670	F7H2-1
AT1G15680	AT1G15680
AT1G15690	AT1G15690
AT1G15700	AT1G15700
AT1G15710	AT1G15710
AT1G15720	AT1G15720
AT1G15730	AT1G15730
AT1G15740	AT1G15740
AT1G15750	AT1G15750
AT1G15757	F7H2
AT1G15760	AT1G15760
AT1G15770	AT1G15770
AT1G15772	AT1G15772
AT1G15780	AT1G15780
AT1G15790	AT1G15790
AT1G15800	F7H2-14
AT1G15810	F7H2-15
AT1G15820	AT1G15820
AT1G15830	AT1G15830
AT1G15825	F7H2-17
AT1G15840	AT1G15840
AT1G15850	F7H2-18
AT1G15860	F7H2-19
AT1G15870	AT1G15870
AT1G15880	AT1G15880
AT1G15885	AT1G15885
AT1G15890	AT1G15890
AT1G15900	F7H2-24
AT1G15910	AT1G15910
AT1G15920	AT1G15920
AT1G15930	AT1G15930
AT1G15940	AT1G15940
AT1G15950	AT1G15950
AT1G15960	AT1G15960
AT1G15970	T24D18-7
AT1G15980	AT1G15980
AT1G15990	AT1G15990
AT1G16000	AT1G16000
AT1G16010	AT1G16010
AT1G16020	AT1G16020
AT1G16022	AT1G16022
AT1G16025	AT1G16025
AT1G16030	AT1G16030
AT1G16040	AT1G16040
AT1G16060	AT1G16060
AT1G16070	AT1G16070
AT1G16080	AT1G16080
AT1G16090	AT1G16090
AT1G16110	AT1G16110
AT1G16120	AT1G16120
AT1G16130	AT1G16130
AT1G16150	AT1G16150
AT1G16160	AT1G16160
AT1G16170	AT1G16170
AT1G16180	T24D18-26
AT1G16190	AT1G16190
AT1G16210	AT1G16210
AT1G16220	F3O9-3
AT1G16225	AT1G16225
AT1G16230	F3O9-34
AT1G16240	AT1G16240
AT1G16250	AT1G16250
AT1G16260	AT1G16260
AT1G16270	F3O9-7
AT1G16280	AT1G16280
AT1G16290	AT1G16290
AT1G16300	AT1G16300
AT1G16310	AT1G16310
AT1G16320	AT1G16320
AT1G16330	AT1G16330
AT1G16340	AT1G16340
AT1G16350	AT1G16350
AT1G16360	AT1G16360
AT1G16370	AT1G16370
AT1G16380	AT1G16380
AT1G16390	AT1G16390
AT1G16400	AT1G16400
AT1G16410	AT1G16410
AT1G16420	AT1G16420
AT1G16430	AT1G16430
AT1G16440	AT1G16440
AT1G16445	AT1G16445
AT1G16460	AT1G16460
AT1G16470	AT1G16470
AT1G16480	AT1G16480
AT1G16490	AT1G16490
AT1G16500	AT1G16500
AT1G16510	AT1G16510
AT1G16515	AT1G16515
AT1G16520	AT1G16520
AT1G16530	AT1G16530
AT1G16540	AT1G16540
AT1G16560	AT1G16560
AT1G16570	F19K19-11
AT1G16590	AT1G16590
AT1G16610	AT1G16610
AT1G16630	F19K19-8
AT1G16640	AT1G16640
AT1G16650	F19K19-6
AT1G16670	AT1G16670
AT1G16680	AT1G16680
AT1G16690	AT1G16690
AT1G16700	F19K19-1
AT1G16705	AT1G16705
AT1G16710	AT1G16710
AT1G16720	AT1G16720
AT1G16730	AT1G16730
AT1G16740	AT1G16740
AT1G16750	AT1G16750
AT1G16760	F19K19-25
AT1G16770	AT1G16770
AT1G16780	AT1G16780
AT1G16790	AT1G16790
AT1G16800	AT1G16800
AT1G16810	AT1G16810
AT1G16820	F17F16-15
AT1G16825	AT1G16825
AT1G16830	AT1G16830
AT1G16840	AT1G16840
AT1G16850	AT1G16850
AT1G16860	AT1G16860
AT1G16870	AT1G16870
AT1G16880	AT1G16880
AT1G16890	AT1G16890
AT1G16900	AT1G16900
AT1G16905	AT1G16905
AT1G16910	AT1G16910
AT1G16916	AT1G16916
AT1G16920	AT1G16920
AT1G16930	AT1G16930
AT1G16940	AT1G16940
AT1G16945	AT1G16945
AT1G16950	AT1G16950
AT1G16960	AT1G16960
AT1G16970	AT1G16970
AT1G16980	AT1G16980
AT1G17010	F20D23-29
AT1G17020	AT1G17020
AT1G17030	AT1G17030
AT1G17040	F20D23-26
AT1G17050	AT1G17050
AT1G17060	AT1G17060
AT1G17065	AT1G17065
AT1G17070	AT1G17070
AT1G17080	AT1G17080
AT1G17090	F20D23-31
AT1G17100	AT1G17100
AT1G17110	AT1G17110
AT1G17120	AT1G17120
AT1G17130	AT1G17130
AT1G17140	AT1G17140
AT1G17145	AT1G17145
AT1G17147	AT1G17147
AT1G17150	F20D23-15
AT1G17160	F20D23-14
AT1G17170	AT1G17170
AT1G17180	AT1G17180
AT1G17190	AT1G17190
AT1G17200	AT1G17200
AT1G17210	AT1G17210
AT1G17220	AT1G17220
AT1G17230	AT1G17230
AT1G17235	AT1G17235
AT1G17240	AT1G17240
AT1G17250	AT1G17250
AT1G17260	AT1G17260
AT1G17270	AT1G17270
AT1G17280	AT1G17280
AT1G17285	AT1G17285
AT1G17290	AT1G17290
AT1G17300	T13M22-4
AT1G17310	AT1G17310
AT1G17330	AT1G17330
AT1G17340	AT1G17340
AT1G17345	AT1G17345
AT1G17350	AT1G17350
AT1G17360	AT1G17360
AT1G17370	AT1G17370
AT1G17380	AT1G17380
AT1G17400	AT1G17400
AT1G17410	AT1G17410
AT1G17420	AT1G17420
AT1G17430	AT1G17430
AT1G17440	AT1G17440
AT1G17450	AT1G17450
AT1G17455	AT1G17455
AT1G17460	AT1G17460
AT1G17470	AT1G17470
AT1G17480	AT1G17480
AT1G17490	AT1G17490
AT1G17500	AT1G17500
AT1G17510	AT1G17510
AT1G17520	AT1G17520
AT1G17530	AT1G17530
AT1G17540	F1L3-25
AT1G17545	F1L3-26
AT1G17550	AT1G17550
AT1G17560	AT1G17560
AT1G17580	AT1G17580
AT1G17590	AT1G17590
AT1G17600	F1L3-30
AT1G17610	AT1G17610
AT1G17615	F1L3-31
AT1G17620	AT1G17620
AT1G17630	AT1G17630
AT1G17640	F11A6-17
AT1G17650	AT1G17650
AT1G17665	AT1G17665
AT1G17680	AT1G17680
AT1G17690	AT1G17690
AT1G17700	AT1G17700
AT1G17710	AT1G17710
AT1G17720	AT1G17720
AT1G17730	AT1G17730
AT1G17744	AT1G17744
AT1G17745	AT1G17745
AT1G17750	AT1G17750
AT1G17760	AT1G17760
AT1G17770	AT1G17770
AT1G17780	AT1G17780
AT1G17790	AT1G17790
AT1G17800	AT1G17800
AT1G17810	AT1G17810
AT1G17820	AT1G17820
AT1G17830	F2H15-6
AT1G17840	AT1G17840
AT1G17850	AT1G17850
AT1G17860	AT1G17860
AT1G17870	AT1G17870
AT1G17880	AT1G17880
AT1G17890	AT1G17890
AT1G17910	AT1G17910
AT1G17920	AT1G17920
AT1G17930	AT1G17930
AT1G17940	F2H15-16
AT1G17950	AT1G17950
AT1G17960	AT1G17960
AT1G17970	AT1G17970
AT1G17980	AT1G17980
AT1G17990	AT1G17990
AT1G18000	AT1G18000
AT1G18010	AT1G18010
AT1G18020	T10F20-3
AT1G18030	AT1G18030
AT1G18040	AT1G18040
AT1G18050	AT1G18050
AT1G18060	T10F20-7
AT1G18070	T10F20-8
AT1G18080	AT1G18080
AT1G18090	AT1G18090
AT1G18100	AT1G18100
AT1G18130	AT1G18130
AT1G18140	AT1G18140
AT1G18150	AT1G18150
AT1G18160	AT1G18160
AT1G18170	AT1G18170
AT1G18180	AT1G18180
AT1G18190	AT1G18190
AT1G18193	AT1G18193
AT1G18197	AT1G18197
AT1G18200	AT1G18200
AT1G18210	AT1G18210
AT1G18220	AT1G18220
AT1G18250	AT1G18250
AT1G18260	AT1G18260
AT1G18265	AT1G18265
AT1G18270	AT1G18270
AT1G18280	AT1G18280
AT1G18290	AT1G18290
AT1G18300	AT1G18300
AT1G18310	F15H18-17
AT1G18330	AT1G18330
AT1G18335	AT1G18335
AT1G18340	AT1G18340
AT1G18350	AT1G18350
AT1G18360	AT1G18360
AT1G18370	AT1G18370
AT1G18390	AT1G18390
AT1G18400	AT1G18400
AT1G18410	AT1G18410
AT1G18420	AT1G18420
AT1G18440	F15H18-24
AT1G18450	AT1G18450
AT1G18460	AT1G18460
AT1G18470	F15H18-5
AT1G18480	AT1G18480
AT1G18485	AT1G18485
AT1G18486	AT1G18486
AT1G18490	AT1G18490
AT1G18500	AT1G18500
AT1G18510	AT1G18510
AT1G18520	AT1G18520
AT1G18530	AT1G18530
AT1G18540	AT1G18540
AT1G18550	AT1G18550
AT1G18560	AT1G18560
AT1G18570	AT1G18570
AT1G18580	AT1G18580
AT1G18590	AT1G18590
AT1G18600	AT1G18600
AT1G18610	AT1G18610
AT1G18620	AT1G18620
AT1G18630	AT1G18630
AT1G18640	AT1G18640
AT1G18650	AT1G18650
AT1G18660	AT1G18660
AT1G18670	AT1G18670
AT1G18680	F6A14-21
AT1G18690	AT1G18690
AT1G18700	F6A14-19
AT1G18710	AT1G18710
AT1G18720	F6A14-17
AT1G18730	AT1G18730
AT1G18740	AT1G18740
AT1G18750	AT1G18750
AT1G18760	F6A14-13
AT1G18770	F6A14-24
AT1G18773	AT1G18773
AT1G18780	F6A14-12
AT1G18790	AT1G18790
AT1G18800	AT1G18800
AT1G18810	AT1G18810
AT1G18830	AT1G18830
AT1G18835	AT1G18835
AT1G18840	AT1G18840
AT1G18850	F6A14-6
AT1G18860	AT1G18860
AT1G18870	AT1G18870
AT1G18871	AT1G18871
AT1G18880	AT1G18880
AT1G18890	AT1G18890
AT1G18900	AT1G18900
AT1G18910	AT1G18910
AT1G18940	F14D16-8
AT1G18950	AT1G18950
AT1G18960	AT1G18960
AT1G18970	AT1G18970
AT1G18975	AT1G18975
AT1G18980	AT1G18980
AT1G18990	AT1G18990
AT1G19000	AT1G19000
AT1G19010	F14D16-16
AT1G19020	F14D16-17
AT1G19025	AT1G19025
AT1G19040	AT1G19040
AT1G19050	AT1G19050
AT1G19060	AT1G19060
AT1G19080	AT1G19080
AT1G19070	F14D16-22
AT1G19086	AT1G19086
AT1G19100	AT1G19100
AT1G19110	F14D16-26
AT1G19115	AT1G19115
AT1G19120	AT1G19120
AT1G19130	AT1G19130
AT1G19140	AT1G19140
AT1G19150	AT1G19150
AT1G19160	T29M8-3
AT1G19170	AT1G19170
AT1G19180	AT1G19180
AT1G19190	AT1G19190
AT1G19200	AT1G19200
AT1G19210	AT1G19210
AT1G19220	AT1G19220
AT1G19230	AT1G19230
AT1G19240	T29M8-11
AT1G19250	AT1G19250
AT1G19260	T29M8-13
AT1G19270	AT1G19270
AT1G19290	AT1G19290
AT1G19300	AT1G19300
AT1G19310	AT1G19310
AT1G19320	F18O14-4
AT1G19330	AT1G19330
AT1G19340	AT1G19340
AT1G19350	AT1G19350
AT1G19360	AT1G19360
AT1G19370	AT1G19370
AT1G19380	F18O14-10
AT1G19390	AT1G19390
AT1G19394	AT1G19394
AT1G19396	AT1G19396
AT1G19397	AT1G19397
AT1G19400	AT1G19400
AT1G19410	AT1G19410
AT1G19430	AT1G19430
AT1G19440	AT1G19440
AT1G19450	AT1G19450
AT1G19460	F18O14-24
AT1G19470	AT1G19470
AT1G19480	F18O14-25
AT1G19485	AT1G19485
AT1G19490	F18O14-41
AT1G19500	AT1G19500
AT1G19510	AT1G19510
AT1G19520	AT1G19520
AT1G19530	AT1G19530
AT1G19540	AT1G19540
AT1G19550	AT1G19550
AT1G19565	F18O14-33
AT1G19570	AT1G19570
AT1G19580	AT1G19580
AT1G19600	AT1G19600
AT1G19610	AT1G19610
AT1G19630	AT1G19630
AT1G19620	F14P1-5
AT1G19640	F14P1-3
AT1G19650	AT1G19650
AT1G19660	AT1G19660
AT1G19670	AT1G19670
AT1G19680	AT1G19680
AT1G19690	AT1G19690
AT1G19700	AT1G19700
AT1G19710	AT1G19710
